AI,,,,,,,,,,,,,,,,,2,,,,102,99,99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.7.2. Please confirm if the following requirements are covered: data ownership, access control, and liability in case of malfunctions or bias.","Third?party relationships are governed by contracts/DPAs that address data ownership/processing instructions, access control and security requirements, as well as liability and responsibilities for operational failures or security/privacy incidents to the extent contractually agreed.",,,Pass,,,,,,,,,,,False,,0,False,False,293723,278868,"Third?party relationships are governed by contracts/DPAs that address data ownership/processing instructions, access control and security requirements, as well as liability and responsibilities for operational failures or security/privacy incidents to the extent contractually agreed.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.7.3. Do you have contractual agreements with your third-party AI providers that ensure their adherence to responsible development practices and data security standards? Please confirm if the following requirements are covered: data ownership, access control, and liability in case of malfunctions or bias.","Yes. Subprocessor/vendor contracts and DPAs include security, privacy, and data?use obligations; they require adherence to agreed TOMs and restrict use of customer data consistent with the DPA.","https://www.sap.com/about/trust-center/agreements/cloud/cloud-services.html?sort=latest_desc&search=Data%20Processing&pdf-asset=769d4c45-227e-0010-bca6-c68f7e60039b&page=1

https://www.sap.com/about/trust-center/data-privacy.html",,Pass,,,,,,,,,,,False,,0,False,False,293724,278869,"Yes. Subprocessor/vendor contracts and DPAs include security, privacy, and data?use obligations; they require adherence to agreed TOMs and restrict use of customer data consistent with the DPA.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.8 Please describe the type(s) of AI algorithmic techniques being used, referring to the examples below as guidance, and provide a detailed explanation:
'- Linear and statistical models (e.g., regression models, perceptrons, SVMs, MLE, and MAP estimation)
- Simple Statistical Methods
- Transparent ML & Complex Statistical Models
- Other ML Methods
- Non-ML & non-data-driven methods
- Deep Learning Methods
- Foundation Models
- AI Services
- Pure Automation (put a note)",OCR and NER for extraction; supervised ML classifiers for field classification; rule?based post?processing and heuristics for business logic; deep?learning models (task?specific) for complex extraction; lightweight transformer models for NLP tasks in certain assistive features. System also uses deterministic rules and human review workflows where required.,,,Pass,,,,,,,,,,,False,,0,True,False,293725,278870,OCR and NER for extraction; supervised ML classifiers for field classification; rule?based post?processing and heuristics for business logic; deep?learning models (task?specific) for complex extraction; lightweight transformer models for NLP tasks in certain assistive features. System also uses deterministic rules and human review workflows where required.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,190616
"1.9 Does your AI system currently have a complete data flow mapping exercise ? This should document all the data processed by the system, including data that flows in, through, and out. Please also include any expected inputs or outputs.","Yes. A complete data flow map exists documenting inbound data (images, metadata), processing stages (OCR, feature extraction, inference), storage, logs, and outbound integrations. A version of the data flow diagram can be provided to AXA under contract/privacy terms.",,Please attach a copy of the data flow map to the Process Unity record,Pass,,,,,,,,,,,False,,0,True,False,293726,278871,"Yes. A complete data flow map exists documenting inbound data (images, metadata), processing stages (OCR, feature extraction, inference), storage, logs, and outbound integrations. A version of the data flow diagram can be provided to AXA under contract/privacy terms.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,190617
"1.9.1. If not currently available, please give the approximate deadline to deliver it to AXA.",N/A (data flow mapping is available; please confirm preferred delivery format and NDA).,,See above,Pass,,,,,,,,,,,False,,0,True,False,293727,278872,N/A (data flow mapping is available; please confirm preferred delivery format and NDA).,1,,,,,,,,,,,,,,,,,,,,,,,,,,,190618
"1.10. Is personal data processed at any stage of the AI system's lifecycle, such as during system training, proof of concept or deployment?",Yes,"When AXA uses Joule for production inference, personal data contained in receipts/invoices may be processed. Processing is performed under AXA’s instructions and governed by the DPA.",,Pass,,,,,,,,,,,False,,0,True,False,293728,278873,Yes,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,190619
"1.10.1. If yes, please specify each category of personal data used and how it is handled in each phase, paying particular attention to special category data as it is defined in Art. 9 of GDPR.
Personal Data means “any information relating to an identified or identifiable natural person (‘data subject’); an identifiable natural person is one who can be identified, directly or indirectly, in particular by reference to an identifier such as a name, an identification number, location data, an online identifier or to one or more factors specific to the physical, physiological, genetic, mental, economic, cultural or social identity of that natural person”","Categories include payer/payee names, contact details, invoice/receipt line items, transaction dates, merchant names, transaction amounts and any metadata submitted by AXA. Handling:
Ingestion: secured pipeline with transport encryption.
Processing: inference (OCR/NLP) in segregated environments; PII detection and configurable redaction/pseudonymization applied before analytics or reuse.
Storage: encrypted at rest in access?controlled stores.
Logging: inputs are hashed or redacted in logs where feasible; decision metadata (model version, confidence) retained for audit.
Retention/deletion: per AXA’s contractual retention schedule and DPA.
Special category data: not processed unless explicitly agreed and legally permitted; would require specific contractual and legal controls.",,,Pass,,,,,,,,,,,False,,0,False,False,293729,278874,"Categories include payer/payee names, contact details, invoice/receipt line items, transaction dates, merchant names, transaction amounts and any metadata submitted by AXA. Handling:
Ingestion: secured pipeline with transport encryption.
Processing: inference (OCR/NLP) in segregated environments; PII detection and configurable redaction/pseudonymization applied before analytics or reuse.
Storage: encrypted at rest in access?controlled stores.
Logging: inputs are hashed or redacted in logs where feasible; decision metadata (model version, confidence) retained for audit.
Retention/deletion: per AXA’s contractual retention schedule and DPA.
Special category data: not processed unless explicitly agreed and legally permitted; would require specific contractual and legal controls.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,190620
"1.10.2. If yes, is personal data in AXA's control involved?",For AXA deployments AXA is the data controller and SAP Concur acts as the data processor per the DPA; processing is performed only on AXA’s instructions.,,,Pass,,,,,,,,,,,False,,0,False,False,293730,278875,For AXA deployments AXA is the data controller and SAP Concur acts as the data processor per the DPA; processing is performed only on AXA’s instructions.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,190621
"1.10.3. If yes, please describe the purpose and the processing of the personal data in details","Purpose: to extract and structure receipt/invoice information, surface anomalies, and support AXA’s finance/audit workflows. Processing: receipt/image ingestion, OCR and NER to extract structured fields, classification and anomaly detection, optional aggregation/pseudonymization for internal analytics only if contractually permitted, and return of structured outputs to AXA systems. All processing is governed by the DPA and technical organizational measures.",,,Pass,,,,,,,,,,,False,,0,False,False,293731,278876,"Purpose: to extract and structure receipt/invoice information, surface anomalies, and support AXA’s finance/audit workflows. Processing: receipt/image ingestion, OCR and NER to extract structured fields, classification and anomaly detection, optional aggregation/pseudonymization for internal analytics only if contractually permitted, and return of structured outputs to AXA systems. All processing is governed by the DPA and technical organizational measures.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,190622
II.                    PROHIBITED AI SYSTEM,,,,,,,,,,,,,,,,,,,,293732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170852
"2.1. Would your AI system, or the purposes to which any AI technique used for the provision of a service to AXA, fall under the category of Prohibited Artificial Intelligence Practices as defined in Art. 5 of the EU AI Act and associated Recitals, regardless of whether such system or technique is located or deployed in the EU?","No. Joule’s functions (document extraction, classification, anomaly detection and assistive productivity) do not fall under Art.5 prohibited categories (e.g., subliminal manipulation, social scoring, remote biometric identification for law enforcement). Joule is not used for prohibited purposes.",,,Pass,,,,,,,,,,,False,,0,True,False,293733,278878,"No. Joule’s functions (document extraction, classification, anomaly detection and assistive productivity) do not fall under Art.5 prohibited categories (e.g., subliminal manipulation, social scoring, remote biometric identification for law enforcement). Joule is not used for prohibited purposes.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170853
III.                    HIGH RISK SYSTEMS AND RELATED CONFORMITY,,,,Pass,,,,,,,,,,,,,,,,293734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170854
3.1 Does your AI system meet the criteria specified in Article 6 and Annex III of the EU AI Act for classification as a High-Risk AI system?,No,Joule is an application?specific tool for document processing and workflow assistance and does not meet Annex III criteria for high risk under current definitions.,,Pass,,,,,,,,,,,False,,0,True,False,293735,278880,No,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,170855
"If Yes, please give specific details of how your AI system meets this criteria.",NA,,,Pass,,,,,,,,,,,False,,0,False,False,293736,278881,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,170856
"If No, please justify your answer.",See comment,"Joule’s outputs support operational processes and human decision?making; they are not used to make automated decisions that produce legal or similarly significant effects without human oversight. Functionality and intended use sit outside the high?risk categories in Annex III (e.g., critical infrastructure controls, biometric ID for law enforcement, automated HR decisions with legal effect).",,Pass,,,,,,,,,,,False,,0,False,False,293737,278882,See comment,1,,,,,,,,,,,,,,,,,,,,,,,,,,,170857
"3.2 If you answered 'yes' to Q3.1, has your company drawn up an EU declaration of compliance in accordance with article 47 ? And affixed the “CE” marking of compliance according to article 48 of the EU AI ACT ?",,"Not applicable (system not classified as high?risk). If classification changes, SAP will perform the required conformity assessment, draw up the EU declaration of conformity and affix CE marking as required.",,Pass,,,,,,,,,,,False,,1,True,False,293738,278883,,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,170858
IV.                    AI MATURITY AND LITERACY,,,,,,,,,,,,,,,,,,,,293739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170859
4.1 Regarding the development and maintenance of the proposed AI system/AI techniques:,,,,,,,,,,,,,,,,,,,,293740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170860
4.1.1 What type of training has your organization undertaken for the development and maintenance of the AI system?,"Role?based training covering secure SDLC/DevSecOps, privacy and GDPR awareness, privacy?by?design, responsible AI principles (bias/fairness, interpretability), ML validation and monitoring practices, incident response for AI, and operational security. Technical training for ML engineers covers model interpretability, adversarial robustness and data?quality controls.",,,Pass,,,,,,,,,,,False,,0,True,False,293741,278886,"Role?based training covering secure SDLC/DevSecOps, privacy and GDPR awareness, privacy?by?design, responsible AI principles (bias/fairness, interpretability), ML validation and monitoring practices, incident response for AI, and operational security. Technical training for ML engineers covers model interpretability, adversarial robustness and data?quality controls.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194618
4.1.2 Who are the individuals involved in this training ?,"Product managers, data scientists, ML engineers, QA/validation teams, DevOps/operations engineers, privacy and legal teams, security engineers, and customer?facing support/ops staff receive role?appropriate training.",,,Pass,,,,,,,,,,,False,,0,True,False,293742,278887,"Product managers, data scientists, ML engineers, QA/validation teams, DevOps/operations engineers, privacy and legal teams, security engineers, and customer?facing support/ops staff receive role?appropriate training.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194619
"4.1.3 Have these individuals been made aware of the legal, technical, ethical, and moral issues related to AI systems? if no, please explain why.","Yes. Training curricula explicitly cover legal/compliance obligations (GDPR, contractual DPAs), ethical/responsible AI topics (bias, transparency), technical limitations (robustness, adversarial risks) and human oversight practices. Attendance and completion are tracked and recorded.",,,Pass,,,,,,,,,,,False,,0,True,False,293743,278888,"Yes. Training curricula explicitly cover legal/compliance obligations (GDPR, contractual DPAs), ethical/responsible AI topics (bias, transparency), technical limitations (robustness, adversarial risks) and human oversight practices. Attendance and completion are tracked and recorded.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194620
V.                    AI MODEL TRAINING & TESTING,,,,,,,,,,,,,,,,,,,,293744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170864
"5.1 Has the learning data been sourced and processed in a lawful manner, and in particular:",,,"Yes. Training datasets are drawn from licensed third?party sources, public-domain datasets, synthetic data, and internal proprietary datasets used under contract and legal review. All dataset sourcing is subject to legal and IP review, data?use licensing checks, and privacy assessments. Customer data supplied by AXA is processed only under AXA’s instruction per the DPA and applicable law.",Pass,,,,,,,,,,,,,,,,293745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170865
5.1.1 Is training data reused from an internal or publicly available database or specifically collected for this purpose? Please describe.,"Combination of sources: (a) internally curated/annotated proprietary datasets, (b) licensed third?party datasets, publicly available datasets, and (d) synthetic or generated data for augmentation and privacy-preserving use cases. Customer (AXA) production data is not repurposed for model training without explicit contractual consent.",,,Pass,,,,,,,,,,,False,,0,True,False,293746,278891,"Combination of sources: (a) internally curated/annotated proprietary datasets, (b) licensed third?party datasets, publicly available datasets, and (d) synthetic or generated data for augmentation and privacy-preserving use cases. Customer (AXA) production data is not repurposed for model training without explicit contractual consent.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194621
"5.1.2 If publicly available data was used, has it been studied to determine the presence of bias?","Yes. Public datasets undergo bias and representativeness reviews prior to use. This includes checking demographic coverage and running fairness metrics and statistical analyses; identified issues result in mitigation (resampling, weighting, additional data collection, or exclusion).",,,Pass,,,,,,,,,,,False,,0,True,False,293747,278892,"Yes. Public datasets undergo bias and representativeness reviews prior to use. This includes checking demographic coverage and running fairness metrics and statistical analyses; identified issues result in mitigation (resampling, weighting, additional data collection, or exclusion).",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194622
5.1.3 how do you comply with copyright laws regarding the use of training data ?,"Compliance steps include: sourcing only licensed or public?domain data (or data used under explicit license), legal review of dataset terms, recordkeeping of licenses and provenance, and excluding copyrighted material where rights are not available. Use of customer content is governed by the DPA and Product Development Schedule; any use for product improvement is anonymized/aggregated and permitted only per contractual terms.",,,Pass,,,,,,,,,,,False,,0,True,False,293748,278893,"Compliance steps include: sourcing only licensed or public?domain data (or data used under explicit license), legal review of dataset terms, recordkeeping of licenses and provenance, and excluding copyrighted material where rights are not available. Use of customer content is governed by the DPA and Product Development Schedule; any use for product improvement is anonymized/aggregated and permitted only per contractual terms.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,194623
"5.2 Do you intend to use AXA personal data for your own interest, such as to train your model or enrich your data set ?",No,SAP (including Joule) processes AXA personal data only as a processor under AXA’s instructions per the DPA. Any product?improvement analyses derived from customer data are anonymized/aggregated and performed only in accordance with the Product Development Schedule and applicable contract terms.,,Pass,,,,,,,,,,,False,,0,True,False,293749,278894,No,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,170869
"5.2.2 If no, Please explain why.",NA,,,Pass,,,,,,,,,,,False,,0,False,False,293750,278895,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.2.1 If yes, Please explain why.","Processing is limited by contractual obligations (DPA), privacy law, and internal policy: AXA is the controller and SAP acts as processor. Customer personal data is segregated and not used to retrain or improve models for SAP’s own purposes unless explicit contractual consent is provided and appropriate de?identification measures are applied.",,,Pass,,,,,,,,,,,False,,0,False,False,293751,278896,"Processing is limited by contractual obligations (DPA), privacy law, and internal policy: AXA is the controller and SAP acts as processor. Customer personal data is segregated and not used to retrain or improve models for SAP’s own purposes unless explicit contractual consent is provided and appropriate de?identification measures are applied.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.3 What processes are in place to monitor the handling of training data, particularly regarding re-identification risk assessments and other related safeguards?","Data handling governance includes documented ingestion and data?classification pipelines, automated PII detection and redaction, role?based access controls (least privilege), encryption in transit and at rest, immutable logging and audit trails, and change management. Re?identification risk is assessed during data preparation via documented risk assessment processes (provenance checks, attempts to link identifiers, uniqueness checks). Remediations include stronger anonymization, aggregation, removal of quasi?identifiers, and limiting retention/access. Periodic reviews and audits validate continued compliance.",,,Pass,,,,,,,,,,,False,,0,True,False,293752,278897,"Data handling governance includes documented ingestion and data?classification pipelines, automated PII detection and redaction, role?based access controls (least privilege), encryption in transit and at rest, immutable logging and audit trails, and change management. Re?identification risk is assessed during data preparation via documented risk assessment processes (provenance checks, attempts to link identifiers, uniqueness checks). Remediations include stronger anonymization, aggregation, removal of quasi?identifiers, and limiting retention/access. Periodic reviews and audits validate continued compliance.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170871
"5.3.1 How Does the data sets used for training satisfy the minimization principle? (Only data that is necessary has been used). If it does not satisfy this principle, please explain why.","Data minimization is enforced by: (a) defining clear data?purpose statements per dataset, (b) selecting only fields required for the model task, removing or masking unnecessary identifiers, (d) retaining data only for defined retention windows, and (e) reviewing datasets during intake to reject unnecessary or high?risk fields.",,,Pass,,,,,,,,,,,False,,0,True,False,293753,278898,"Data minimization is enforced by: (a) defining clear data?purpose statements per dataset, (b) selecting only fields required for the model task, removing or masking unnecessary identifiers, (d) retaining data only for defined retention windows, and (e) reviewing datasets during intake to reject unnecessary or high?risk fields.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170872
5.3.2 Is the training data anonymized or pseudonymized ?,Yes,Depending on source and use case. Customer/production data intended for any analytics or improvement is pseudonymized or anonymized before reuse; proprietary/licensed/synthetic datasets are used per their privacy profile.,,Pass,,,,,,,,,,,False,,0,True,False,293754,278899,Yes,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,170873
"5.3.2.1. If yes, by what means? If no, please explain why.","Typical techniques: automated PII detection and redaction (regex, ML-based detectors), hashing or one?way tokenization for pseudonymization, removal of direct identifiers, generalization/aggregation of quasi?identifiers, masking, and where applicable producing fully anonymized aggregate datasets. Provenance and transformation steps are documented for each dataset.",,,Pass,,,,,,,,,,,False,,0,False,False,293755,278900,"Typical techniques: automated PII detection and redaction (regex, ML-based detectors), hashing or one?way tokenization for pseudonymization, removal of direct identifiers, generalization/aggregation of quasi?identifiers, masking, and where applicable producing fully anonymized aggregate datasets. Provenance and transformation steps are documented for each dataset.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170874
"5.3.3 Has the risk of reidentification been assessed? If no, please explain why.","Yes. Re?identification risk assessments are performed during dataset preparation and before any dataset is accepted for training/analysis. Assessments include uniqueness tests, linkage-scenario analysis, and review of external data availability that could enable re?identification. Identified residual risk is reduced via stronger anonymization, suppression, or exclusion.",,,Pass,,,,,,,,,,,False,,0,False,False,293756,278901,"Yes. Re?identification risk assessments are performed during dataset preparation and before any dataset is accepted for training/analysis. Assessments include uniqueness tests, linkage-scenario analysis, and review of external data availability that could enable re?identification. Identified residual risk is reduced via stronger anonymization, suppression, or exclusion.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170875
"5.4 Are the training data set and production data set distinctly processed ? If no, explain why.",,,,Pass,,,,,,,,,,,False,,1,True,False,293757,278902,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,170877
5.5 What testing methodologies have been employed to evaluate the AI systems and AI techniques in use ?,"Evaluation approaches include: train/validation/test splits and cross?validation; standard performance metrics (accuracy, precision/recall, F1, AUC as applicable); calibration and confidence estimation; fairness and bias metrics across sensitive attributes; adversarial and robustness testing; scenario and edge?case testing; human review for generative outputs; controlled A/B experiments or canary rollouts in production; and ongoing production monitoring (drift detection, error rates, feedback loops).",,,Pass,,,,,,,,,,,False,,0,True,False,293758,278903,"Evaluation approaches include: train/validation/test splits and cross?validation; standard performance metrics (accuracy, precision/recall, F1, AUC as applicable); calibration and confidence estimation; fairness and bias metrics across sensitive attributes; adversarial and robustness testing; scenario and edge?case testing; human review for generative outputs; controlled A/B experiments or canary rollouts in production; and ongoing production monitoring (drift detection, error rates, feedback loops).",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170879
5.6 Has the algorithm used been tested by independent third parties ?,"Where required, SAP engages independent assessments (security penetration testing, privacy and risk reviews, and independent model or algorithmic audits). If AXA requests a specific independent algorithmic test or third?party audit, SAP can coordinate such assessments under contract and NDA; please indicate if AXA requires a formal independent algorithmic audit so we can arrange scope and evidence.",,,Pass,,,,,,,,,,,False,,0,True,False,293759,278904,"Where required, SAP engages independent assessments (security penetration testing, privacy and risk reviews, and independent model or algorithmic audits). If AXA requests a specific independent algorithmic test or third?party audit, SAP can coordinate such assessments under contract and NDA; please indicate if AXA requires a formal independent algorithmic audit so we can arrange scope and evidence.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,170880
VI.                    EXPLAINABILITY & TRANSPARENCY,,,,,,,,,,,,,,,,,,,,293760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190624
"6.1 How do you ensure that the AI system doesn’t include any bias?
What steps have you taken to ensure explainability of the outputs resulting from the AI system or tool being used to provide a product or service to AXA?","We apply dataset representativeness checks, fairness metrics, and bias?mitigation techniques during data preparation and model development. Explainability is provided via model cards, feature?importance/post?hoc methods (e.g., SHAP/LIME where appropriate), per?inference confidence scores, and logged inputs/outputs with model versioning to enable post?hoc reconstruction. High?risk or ambiguous outputs route to human review.",,,Pass,,,,,,,,,,,False,,0,True,False,293761,278906,"We apply dataset representativeness checks, fairness metrics, and bias?mitigation techniques during data preparation and model development. Explainability is provided via model cards, feature?importance/post?hoc methods (e.g., SHAP/LIME where appropriate), per?inference confidence scores, and logged inputs/outputs with model versioning to enable post?hoc reconstruction. High?risk or ambiguous outputs route to human review.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,190625
